cloud_cover_mean,shortwave_radiation_sum,et0_fao_evapotranspiration,soil_moisture_0_to_7cm_mean,date
18,8.43,1.02,0.401,2015-12-09
77,6.79,0.78,0.403,2015-12-10
99,3.06,0.41,0.402,2015-12-11
92,4.83,0.57,0.402,2015-12-12
92,3.2,0.45,0.403,2015-12-13
14,8.28,1.04,0.399,2015-12-14
40,6.76,0.81,0.395,2015-12-15
64,4.73,0.61,0.391,2015-12-16
68,6.46,0.77,0.387,2015-12-17
0,8.02,0.9,0.384,2015-12-18
23,8.24,0.96,0.381,2015-12-19
3,8.2,0.95,0.378,2015-12-20
10,7.83,1.0,0.376,2015-12-21
1,8.05,1.0,0.374,2015-12-22
5,8.05,0.99,0.371,2015-12-23
0,8.03,1.09,0.369,2015-12-24
64,7.75,1.03,0.367,2015-12-25
94,1.76,0.31,0.366,2015-12-26
28,8.0,0.98,0.364,2015-12-27
0,8.13,1.09,0.361,2015-12-28
55,6.94,0.9,0.361,2015-12-29
79,5.1,0.46,0.372,2015-12-30
79,6.2,0.53,0.365,2015-12-31
73,7.24,0.6,0.362,2016-01-01
82,5.32,0.48,0.361,2016-01-02
92,5.71,0.55,0.36,2016-01-03
96,3.85,0.49,0.37,2016-01-04
99,1.87,0.34,0.408,2016-01-05
92,4.22,0.49,0.419,2016-01-06
96,2.91,0.5,0.419,2016-01-07
100,2.13,0.31,0.425,2016-01-08
51,6.73,0.75,0.417,2016-01-09
49,8.69,1.04,0.414,2016-01-10
77,2.58,0.44,0.426,2016-01-11
37,9.11,1.29,0.416,2016-01-12
98,1.98,0.36,0.421,2016-01-13
85,4.65,0.55,0.42,2016-01-14
49,8.9,1.06,0.413,2016-01-15
93,5.42,0.94,0.407,2016-01-16
82,5.68,1.22,0.403,2016-01-17
99,3.61,0.58,0.413,2016-01-18
96,3.64,0.38,0.404,2016-01-19
57,10.11,1.0,0.399,2016-01-20
90,4.06,0.57,0.398,2016-01-21
89,5.81,0.59,0.397,2016-01-22
77,8.09,0.66,0.393,2016-01-23
53,9.17,0.69,0.389,2016-01-24
69,8.51,0.66,0.386,2016-01-25
86,6.39,0.66,0.384,2016-01-26
67,8.79,0.89,0.383,2016-01-27
90,2.5,0.42,0.391,2016-01-28
88,3.97,0.57,0.405,2016-01-29
100,1.92,0.37,0.42,2016-01-30
94,8.89,1.07,0.419,2016-01-31
99,3.59,0.59,0.42,2016-02-01
52,9.49,1.21,0.424,2016-02-02
40,11.33,1.65,0.415,2016-02-03
80,10.99,1.7,0.41,2016-02-04
97,9.84,1.55,0.404,2016-02-05
100,2.65,0.35,0.417,2016-02-06
69,8.94,0.94,0.407,2016-02-07
0,12.88,1.54,0.409,2016-02-08
45,12.47,1.66,0.412,2016-02-09
27,13.18,1.57,0.414,2016-02-10
92,3.82,0.62,0.42,2016-02-11
91,7.35,1.19,0.425,2016-02-12
88,4.71,0.78,0.427,2016-02-13
63,9.92,1.6,0.423,2016-02-14
59,6.64,1.19,0.412,2016-02-15
62,12.22,2.1,0.403,2016-02-16
91,12.46,2.14,0.395,2016-02-17
70,13.38,2.28,0.389,2016-02-18
91,10.55,1.7,0.385,2016-02-19
100,2.85,0.54,0.392,2016-02-20
92,8.02,0.99,0.395,2016-02-21
26,14.62,1.84,0.389,2016-02-22
17,14.34,2.14,0.382,2016-02-23
76,8.97,1.55,0.384,2016-02-24
98,2.86,0.53,0.421,2016-02-25
73,13.15,2.13,0.405,2016-02-26
87,9.79,1.52,0.41,2016-02-27
68,15.15,2.31,0.408,2016-02-28
6,16.3,2.76,0.396,2016-02-29
34,14.72,2.72,0.387,2016-03-01
67,12.76,2.29,0.38,2016-03-02
89,6.99,1.19,0.398,2016-03-03
79,12.83,2.03,0.398,2016-03-04
99,3.64,0.58,0.416,2016-03-05
63,17.32,2.43,0.41,2016-03-06
63,17.2,2.75,0.397,2016-03-07
31,17.86,2.95,0.388,2016-03-08
35,18.08,3.35,0.379,2016-03-09
44,14.84,2.5,0.387,2016-03-10
51,14.01,2.03,0.406,2016-03-11
18,15.32,2.36,0.399,2016-03-12
89,11.61,1.99,0.394,2016-03-13
100,3.83,0.58,0.422,2016-03-14
92,12.18,1.58,0.413,2016-03-15
77,13.99,1.73,0.404,2016-03-16
45,16.21,1.98,0.396,2016-03-17
17,20.19,2.64,0.389,2016-03-18
84,6.28,1.0,0.402,2016-03-19
77,13.37,1.75,0.415,2016-03-20
44,14.79,2.15,0.402,2016-03-21
71,16.16,2.73,0.394,2016-03-22
87,14.09,2.97,0.386,2016-03-23
92,13.59,3.16,0.385,2016-03-24
99,6.1,0.92,0.411,2016-03-25
93,5.55,0.75,0.42,2016-03-26
94,9.92,1.36,0.41,2016-03-27
69,15.66,1.85,0.409,2016-03-28
27,20.47,2.72,0.404,2016-03-29
61,15.65,2.32,0.402,2016-03-30
27,22.2,3.53,0.393,2016-03-31
26,20.64,3.55,0.382,2016-04-01
86,17.22,2.8,0.375,2016-04-02
61,21.13,2.96,0.369,2016-04-03
10,23.27,3.7,0.361,2016-04-04
3,23.44,3.92,0.354,2016-04-05
0,23.14,4.11,0.346,2016-04-06
11,23.12,4.23,0.339,2016-04-07
72,16.61,3.64,0.333,2016-04-08
61,20.16,4.12,0.329,2016-04-09
91,14.04,2.36,0.376,2016-04-10
78,17.85,2.98,0.385,2016-04-11
100,4.92,0.86,0.417,2016-04-12
61,17.31,2.83,0.406,2016-04-13
46,23.26,4.19,0.389,2016-04-14
41,15.55,2.57,0.395,2016-04-15
7,24.49,4.13,0.391,2016-04-16
0,25.07,4.53,0.375,2016-04-17
13,24.79,4.63,0.362,2016-04-18
53,22.67,4.49,0.351,2016-04-19
82,17.09,3.66,0.346,2016-04-20
80,12.09,1.62,0.396,2016-04-21
6,26.34,4.22,0.381,2016-04-22
81,17.81,3.31,0.366,2016-04-23
73,20.91,3.91,0.358,2016-04-24
60,16.23,2.57,0.408,2016-04-25
47,19.12,3.29,0.41,2016-04-26
75,11.11,1.84,0.41,2016-04-27
18,25.79,4.01,0.391,2016-04-28
75,22.88,3.83,0.377,2016-04-29
49,21.79,3.45,0.368,2016-04-30
38,25.87,4.28,0.358,2016-05-01
60,20.31,3.74,0.35,2016-05-02
64,18.15,3.46,0.369,2016-05-03
78,15.77,2.47,0.412,2016-05-04
65,17.13,2.65,0.41,2016-05-05
95,12.91,1.99,0.41,2016-05-06
61,20.37,3.13,0.406,2016-05-07
22,23.44,3.94,0.395,2016-05-08
54,20.34,3.51,0.393,2016-05-09
95,13.39,2.12,0.406,2016-05-10
61,22.28,3.53,0.398,2016-05-11
90,18.16,3.39,0.388,2016-05-12
77,17.17,3.22,0.404,2016-05-13
53,24.73,4.79,0.403,2016-05-14
49,23.52,4.25,0.391,2016-05-15
40,22.58,4.03,0.415,2016-05-16
57,17.42,2.91,0.408,2016-05-17
92,10.15,1.64,0.42,2016-05-18
75,21.32,3.43,0.407,2016-05-19
25,27.91,4.67,0.39,2016-05-20
82,20.7,3.93,0.378,2016-05-21
93,13.34,2.46,0.396,2016-05-22
98,2.66,0.6,0.428,2016-05-23
77,26.2,4.56,0.408,2016-05-24
48,18.66,3.28,0.408,2016-05-25
88,12.03,2.01,0.42,2016-05-26
73,23.46,3.91,0.41,2016-05-27
99,14.0,2.28,0.41,2016-05-28
76,12.97,2.23,0.413,2016-05-29
16,26.86,4.88,0.406,2016-05-30
30,26.9,5.15,0.391,2016-05-31
28,25.25,4.65,0.382,2016-06-01
41,25.53,4.94,0.372,2016-06-02
41,23.85,4.63,0.376,2016-06-03
81,21.75,3.73,0.4,2016-06-04
70,19.01,3.28,0.404,2016-06-05
64,25.96,4.73,0.388,2016-06-06
90,18.05,3.24,0.375,2016-06-07
88,14.53,2.41,0.385,2016-06-08
67,21.51,3.62,0.383,2016-06-09
37,24.65,4.27,0.372,2016-06-10
41,27.18,4.84,0.36,2016-06-11
59,28.76,5.4,0.346,2016-06-12
43,25.52,5.12,0.334,2016-06-13
87,17.41,3.66,0.343,2016-06-14
42,21.51,3.8,0.384,2016-06-15
9,26.79,5.04,0.364,2016-06-16
0,29.71,5.62,0.343,2016-06-17
0,29.82,5.86,0.326,2016-06-18
0,29.84,6.05,0.312,2016-06-19
0,29.91,6.38,0.298,2016-06-20
0,29.44,6.37,0.284,2016-06-21
34,27.74,5.66,0.272,2016-06-22
37,26.88,5.51,0.263,2016-06-23
30,27.55,5.76,0.254,2016-06-24
21,26.81,5.54,0.244,2016-06-25
11,25.77,5.59,0.234,2016-06-26
81,17.7,3.7,0.234,2016-06-27
66,21.47,4.18,0.249,2016-06-28
70,18.72,3.62,0.26,2016-06-29
89,16.29,3.03,0.293,2016-06-30
76,16.43,3.1,0.332,2016-07-01
56,20.38,4.0,0.321,2016-07-02
70,19.2,3.74,0.31,2016-07-03
49,24.95,4.99,0.302,2016-07-04
57,20.27,3.89,0.29,2016-07-05
77,19.28,3.73,0.296,2016-07-06
87,18.46,3.52,0.302,2016-07-07
31,24.69,4.59,0.313,2016-07-08
17,29.2,5.44,0.29,2016-07-09
37,26.94,5.07,0.269,2016-07-10
67,23.96,4.62,0.256,2016-07-11
15,29.15,5.83,0.242,2016-07-12
14,29.0,6.02,0.226,2016-07-13
28,26.68,5.47,0.213,2016-07-14
30,29.04,5.97,0.202,2016-07-15
10,29.83,6.49,0.191,2016-07-16
1,29.31,6.61,0.18,2016-07-17
82,18.22,3.86,0.177,2016-07-18
69,16.78,3.22,0.188,2016-07-19
76,20.29,4.04,0.199,2016-07-20
66,15.47,3.05,0.204,2016-07-21
15,27.08,5.28,0.203,2016-07-22
0,28.52,5.63,0.191,2016-07-23
14,28.18,5.65,0.18,2016-07-24
24,27.43,5.58,0.17,2016-07-25
13,27.88,5.79,0.162,2016-07-26
24,26.6,5.61,0.155,2016-07-27
30,27.03,5.75,0.15,2016-07-28
4,26.77,5.97,0.145,2016-07-29
42,22.03,4.68,0.146,2016-07-30
28,26.43,5.65,0.149,2016-07-31
5,26.92,6.14,0.143,2016-08-01
15,24.67,5.85,0.138,2016-08-02
71,17.97,3.86,0.139,2016-08-03
61,20.07,4.2,0.153,2016-08-04
56,24.77,5.48,0.16,2016-08-05
56,24.71,5.38,0.153,2016-08-06
51,20.79,4.3,0.153,2016-08-07
36,23.89,5.16,0.157,2016-08-08
40,22.49,5.1,0.151,2016-08-09
30,23.52,5.28,0.145,2016-08-10
28,25.55,5.61,0.141,2016-08-11
13,25.42,5.82,0.136,2016-08-12
94,8.03,1.79,0.164,2016-08-13
69,15.42,3.05,0.32,2016-08-14
9,26.45,5.16,0.277,2016-08-15
2,25.83,5.05,0.245,2016-08-16
37,23.96,4.82,0.224,2016-08-17
17,25.29,5.22,0.206,2016-08-18
12,24.0,5.2,0.19,2016-08-19
55,21.21,4.65,0.178,2016-08-20
67,20.07,4.3,0.169,2016-08-21
40,21.07,4.5,0.165,2016-08-22
28,20.97,4.52,0.163,2016-08-23
50,20.63,4.43,0.158,2016-08-24
92,12.19,2.49,0.198,2016-08-25
93,10.74,2.07,0.298,2016-08-26
77,14.93,2.94,0.299,2016-08-27
76,13.38,2.59,0.29,2016-08-28
82,15.82,3.32,0.278,2016-08-29
87,12.31,2.53,0.274,2016-08-30
81,15.11,2.9,0.274,2016-08-31
73,15.29,3.02,0.273,2016-09-01
42,20.98,4.11,0.256,2016-09-02
43,19.79,3.85,0.237,2016-09-03
48,18.05,3.54,0.224,2016-09-04
18,19.85,4.04,0.212,2016-09-05
28,19.13,4.08,0.2,2016-09-06
58,20.71,4.38,0.19,2016-09-07
1,21.96,4.73,0.179,2016-09-08
28,21.15,4.4,0.17,2016-09-09
29,20.81,4.46,0.162,2016-09-10
12,20.53,4.34,0.156,2016-09-11
49,18.89,3.92,0.151,2016-09-12
68,13.85,2.87,0.149,2016-09-13
61,17.77,3.53,0.147,2016-09-14
44,17.68,3.54,0.146,2016-09-15
13,18.51,3.55,0.145,2016-09-16
7,20.1,3.87,0.142,2016-09-17
4,19.82,4.07,0.139,2016-09-18
18,18.24,4.14,0.136,2016-09-19
72,12.15,2.71,0.173,2016-09-20
98,5.24,1.03,0.353,2016-09-21
99,8.51,1.6,0.342,2016-09-22
67,11.99,1.73,0.368,2016-09-23
58,11.96,2.02,0.337,2016-09-24
52,16.07,2.69,0.313,2016-09-25
49,15.77,2.69,0.296,2016-09-26
60,15.37,2.64,0.287,2016-09-27
74,8.47,1.49,0.29,2016-09-28
62,13.36,2.25,0.29,2016-09-29
7,16.51,2.85,0.279,2016-09-30
0,17.6,3.27,0.268,2016-10-01
8,16.82,3.14,0.258,2016-10-02
51,16.75,3.19,0.248,2016-10-03
44,15.24,2.82,0.24,2016-10-04
91,7.82,1.49,0.238,2016-10-05
84,6.49,1.29,0.258,2016-10-06
58,11.79,2.17,0.256,2016-10-07
57,11.37,2.34,0.254,2016-10-08
87,7.51,1.44,0.274,2016-10-09
81,13.76,2.43,0.266,2016-10-10
74,14.11,2.57,0.256,2016-10-11
79,11.29,2.39,0.248,2016-10-12
85,3.23,0.65,0.261,2016-10-13
82,7.55,1.29,0.272,2016-10-14
67,6.96,1.2,0.274,2016-10-15
25,14.59,2.49,0.265,2016-10-16
94,2.58,0.64,0.278,2016-10-17
64,10.42,1.57,0.278,2016-10-18
44,12.33,1.92,0.268,2016-10-19
19,12.13,1.9,0.259,2016-10-20
27,14.0,2.28,0.251,2016-10-21
55,13.51,2.33,0.244,2016-10-22
95,4.86,0.89,0.243,2016-10-23
96,7.42,1.15,0.255,2016-10-24
93,5.21,0.94,0.263,2016-10-25
65,11.71,1.78,0.261,2016-10-26
96,3.45,0.67,0.258,2016-10-27
95,5.76,1.03,0.26,2016-10-28
97,4.36,0.8,0.261,2016-10-29
97,3.79,0.62,0.297,2016-10-30
89,5.11,0.64,0.355,2016-10-31
91,3.73,0.48,0.362,2016-11-01
24,11.4,1.48,0.349,2016-11-02
0,12.25,1.82,0.338,2016-11-03
56,5.71,0.94,0.336,2016-11-04
61,7.82,1.17,0.341,2016-11-05
74,10.34,1.57,0.338,2016-11-06
72,9.01,1.61,0.327,2016-11-07
75,5.89,1.3,0.321,2016-11-08
84,10.08,2.37,0.315,2016-11-09
52,8.34,1.54,0.316,2016-11-10
51,9.24,1.59,0.316,2016-11-11
60,10.28,1.66,0.308,2016-11-12
44,3.47,0.61,0.319,2016-11-13
96,2.8,0.51,0.335,2016-11-14
99,2.93,0.49,0.336,2016-11-15
86,5.63,0.63,0.343,2016-11-16
63,5.45,0.74,0.34,2016-11-17
0,10.18,1.35,0.333,2016-11-18
0,10.16,1.47,0.326,2016-11-19
1,10.21,1.49,0.321,2016-11-20
37,9.76,1.32,0.316,2016-11-21
1,9.83,1.31,0.311,2016-11-22
0,9.75,1.27,0.307,2016-11-23
0,9.87,1.3,0.303,2016-11-24
0,9.58,1.29,0.3,2016-11-25
4,9.22,1.18,0.297,2016-11-26
22,9.15,1.3,0.295,2016-11-27
95,3.28,0.65,0.33,2016-11-28
100,1.96,0.37,0.4,2016-11-29
99,3.09,0.39,0.405,2016-11-30
90,4.6,0.52,0.384,2016-12-01
88,6.86,0.82,0.375,2016-12-02
71,7.0,0.64,0.388,2016-12-03
65,8.49,0.8,0.373,2016-12-04
74,5.17,0.52,0.366,2016-12-05
3,8.97,1.02,0.361,2016-12-06
91,2.06,0.33,0.36,2016-12-07
42,7.95,0.76,0.357,2016-12-08
32,7.11,1.07,0.353,2016-12-09
49,5.56,0.76,0.358,2016-12-10
13,7.83,0.98,0.37,2016-12-11
69,5.44,0.78,0.376,2016-12-12
100,1.62,0.23,0.398,2016-12-13
69,5.32,0.48,0.379,2016-12-14
57,6.37,0.76,0.369,2016-12-15
87,5.51,0.53,0.363,2016-12-16
75,6.26,0.58,0.358,2016-12-17
14,8.14,0.77,0.354,2016-12-18
3,8.0,0.78,0.351,2016-12-19
82,3.55,0.44,0.348,2016-12-20
70,6.19,0.61,0.345,2016-12-21
31,7.97,0.73,0.343,2016-12-22
72,7.08,0.87,0.341,2016-12-23
61,5.65,0.6,0.339,2016-12-24
100,3.96,0.46,0.345,2016-12-25
100,3.59,0.42,0.347,2016-12-26
95,3.39,0.42,0.342,2016-12-27
98,4.2,0.5,0.34,2016-12-28
64,7.02,0.77,0.347,2016-12-29
90,2.17,0.28,0.349,2016-12-30
100,1.93,0.26,0.343,2016-12-31
91,3.0,0.33,0.322,2017-01-01
22,8.69,0.72,0.319,2017-01-02
5,8.78,0.8,0.315,2017-01-03
62,8.06,0.83,0.314,2017-01-04
56,3.74,0.43,0.327,2017-01-05
52,7.42,0.9,0.358,2017-01-06
78,2.43,0.34,0.357,2017-01-07
98,4.92,0.43,0.344,2017-01-08
72,7.47,0.58,0.337,2017-01-09
58,5.36,0.45,0.334,2017-01-10
38,8.96,0.97,0.333,2017-01-11
73,3.35,0.43,0.331,2017-01-12
37,8.69,0.95,0.33,2017-01-13
64,9.01,0.97,0.325,2017-01-14
79,6.12,0.73,0.324,2017-01-15
83,5.73,0.65,0.332,2017-01-16
61,9.13,0.95,0.355,2017-01-17
96,4.08,0.57,0.355,2017-01-18
90,3.92,0.57,0.354,2017-01-19
95,2.48,0.39,0.345,2017-01-20
37,9.14,0.92,0.34,2017-01-21
54,5.02,0.59,0.336,2017-01-22
4,10.54,1.11,0.337,2017-01-23
80,6.34,0.87,0.335,2017-01-24
94,5.39,0.74,0.334,2017-01-25
89,5.83,0.59,0.331,2017-01-26
88,7.92,0.77,0.329,2017-01-27
98,4.63,0.5,0.327,2017-01-28
77,8.21,0.8,0.328,2017-01-29
28,11.48,1.04,0.328,2017-01-30
13,10.86,0.95,0.327,2017-01-31
9,11.98,1.15,0.325,2017-02-01
0,12.13,1.45,0.323,2017-02-02
58,10.95,1.47,0.325,2017-02-03
67,6.57,0.99,0.335,2017-02-04
92,6.01,0.83,0.356,2017-02-05
77,8.42,1.16,0.383,2017-02-06
95,10.47,1.44,0.363,2017-02-07
98,8.94,1.21,0.353,2017-02-08
98,5.11,0.69,0.357,2017-02-09
98,5.06,0.71,0.353,2017-02-10
51,12.43,1.42,0.349,2017-02-11
56,9.04,1.05,0.343,2017-02-12
46,12.38,1.36,0.339,2017-02-13
75,8.44,0.98,0.338,2017-02-14
93,5.77,0.86,0.336,2017-02-15
86,7.7,0.95,0.333,2017-02-16
33,13.34,1.6,0.331,2017-02-17
32,14.25,2.08,0.332,2017-02-18
30,14.68,2.12,0.335,2017-02-19
62,11.02,1.66,0.343,2017-02-20
53,11.53,1.49,0.358,2017-02-21
95,3.66,0.56,0.363,2017-02-22
34,15.1,2.33,0.365,2017-02-23
29,15.15,2.55,0.354,2017-02-24
39,15.21,2.33,0.346,2017-02-25
78,7.82,1.13,0.373,2017-02-26
34,13.92,1.99,0.357,2017-02-27
42,15.28,2.16,0.347,2017-02-28
33,15.43,2.49,0.339,2017-03-01
65,14.05,2.14,0.358,2017-03-02
91,3.79,0.66,0.377,2017-03-03
42,15.53,2.22,0.365,2017-03-04
0,17.71,2.55,0.352,2017-03-05
62,17.5,2.72,0.345,2017-03-06
59,15.55,2.42,0.341,2017-03-07
31,17.42,3.04,0.339,2017-03-08
69,14.62,2.55,0.335,2017-03-09
99,11.13,1.81,0.346,2017-03-10
84,15.21,2.28,0.338,2017-03-11
100,10.18,1.44,0.337,2017-03-12
93,6.86,0.97,0.36,2017-03-13
99,9.08,1.34,0.36,2017-03-14
97,4.06,0.59,0.378,2017-03-15
68,12.35,1.65,0.373,2017-03-16
93,9.0,1.17,0.366,2017-03-17
54,16.91,2.1,0.367,2017-03-18
95,12.12,1.99,0.368,2017-03-19
83,17.06,2.2,0.406,2017-03-20
30,18.14,2.65,0.388,2017-03-21
0,20.87,3.04,0.371,2017-03-22
0,20.91,3.11,0.359,2017-03-23
16,21.03,3.3,0.35,2017-03-24
52,20.52,3.3,0.34,2017-03-25
63,17.62,2.65,0.338,2017-03-26
83,8.76,1.16,0.382,2017-03-27
28,21.47,2.94,0.364,2017-03-28
0,22.06,3.43,0.35,2017-03-29
3,21.26,3.45,0.343,2017-03-30
52,20.14,3.08,0.335,2017-03-31
48,20.46,3.04,0.326,2017-04-01
4,22.55,3.45,0.318,2017-04-02
0,23.2,3.71,0.309,2017-04-03
40,21.64,3.74,0.301,2017-04-04
95,17.89,3.2,0.294,2017-04-05
67,17.47,2.83,0.289,2017-04-06
84,14.46,2.09,0.318,2017-04-07
72,9.92,1.24,0.371,2017-04-08
61,15.32,1.8,0.368,2017-04-09
66,12.65,1.58,0.387,2017-04-10
14,23.99,3.46,0.369,2017-04-11
85,15.53,2.57,0.355,2017-04-12
70,19.97,3.27,0.348,2017-04-13
19,24.5,3.88,0.339,2017-04-14
21,19.83,3.29,0.328,2017-04-15
38,20.34,3.36,0.328,2017-04-16
65,21.44,3.77,0.334,2017-04-17
90,10.9,1.65,0.366,2017-04-18
31,25.1,3.89,0.373,2017-04-19
60,21.4,4.0,0.354,2017-04-20
99,7.76,1.13,0.389,2017-04-21
80,20.6,2.87,0.373,2017-04-22
85,8.23,0.96,0.413,2017-04-23
73,14.55,1.75,0.413,2017-04-24
13,26.86,3.96,0.392,2017-04-25
0,26.9,4.44,0.372,2017-04-26
0,26.77,4.64,0.355,2017-04-27
2,26.08,4.8,0.343,2017-04-28
4,25.12,4.74,0.33,2017-04-29
42,22.44,4.21,0.321,2017-04-30
62,20.54,3.79,0.315,2017-05-01
83,20.83,3.79,0.315,2017-05-02
57,24.72,4.43,0.309,2017-05-03
29,26.31,4.8,0.297,2017-05-04
20,25.19,4.61,0.295,2017-05-05
81,16.57,3.0,0.318,2017-05-06
60,19.68,3.16,0.369,2017-05-07
64,20.38,3.57,0.375,2017-05-08
73,18.98,3.38,0.382,2017-05-09
69,16.82,2.55,0.402,2017-05-10
56,22.27,3.69,0.376,2017-05-11
49,26.13,4.64,0.356,2017-05-12
21,26.61,5.11,0.341,2017-05-13
39,21.88,3.83,0.326,2017-05-14
97,7.53,1.32,0.346,2017-05-15
74,18.47,3.18,0.36,2017-05-16
88,23.31,4.1,0.345,2017-05-17
67,20.62,3.62,0.333,2017-05-18
97,9.6,1.8,0.345,2017-05-19
52,25.38,4.13,0.355,2017-05-20
87,5.43,1.01,0.382,2017-05-21
61,19.9,2.96,0.387,2017-05-22
67,19.29,2.95,0.385,2017-05-23
37,27.89,4.51,0.363,2017-05-24
19,26.64,4.7,0.346,2017-05-25
89,16.34,2.9,0.366,2017-05-26
73,21.9,3.79,0.379,2017-05-27
98,14.23,2.49,0.384,2017-05-28
34,24.52,4.25,0.369,2017-05-29
71,18.0,3.12,0.377,2017-05-30
66,18.68,3.33,0.379,2017-05-31
46,18.93,3.36,0.365,2017-06-01
66,18.49,3.47,0.374,2017-06-02
68,23.1,4.39,0.356,2017-06-03
83,21.78,4.1,0.344,2017-06-04
73,21.87,4.22,0.37,2017-06-05
55,20.53,3.73,0.403,2017-06-06
41,25.53,4.84,0.384,2017-06-07
50,24.56,4.89,0.365,2017-06-08
72,15.66,3.03,0.374,2017-06-09
82,15.85,2.95,0.392,2017-06-10
88,10.27,2.09,0.374,2017-06-11
41,22.54,4.08,0.361,2017-06-12
34,25.81,4.79,0.349,2017-06-13
48,27.41,5.0,0.335,2017-06-14
63,20.51,3.71,0.358,2017-06-15
35,25.05,4.49,0.366,2017-06-16
22,27.64,5.1,0.349,2017-06-17
93,15.14,2.85,0.35,2017-06-18
81,18.01,3.23,0.399,2017-06-19
92,14.86,2.68,0.414,2017-06-20
39,22.62,4.08,0.4,2017-06-21
36,22.23,4.17,0.395,2017-06-22
14,26.85,5.11,0.377,2017-06-23
17,26.4,5.16,0.353,2017-06-24
39,26.24,5.04,0.338,2017-06-25
31,25.75,5.11,0.33,2017-06-26
27,25.66,5.09,0.319,2017-06-27
38,27.63,5.5,0.307,2017-06-28
0,28.79,5.75,0.291,2017-06-29
2,27.74,5.84,0.278,2017-06-30
0,29.12,6.06,0.264,2017-07-01
0,29.28,6.27,0.255,2017-07-02
8,28.15,6.03,0.244,2017-07-03
68,17.5,3.36,0.244,2017-07-04
61,16.77,3.34,0.257,2017-07-05
28,25.59,4.81,0.249,2017-07-06
53,23.12,4.4,0.239,2017-07-07
56,19.49,3.73,0.234,2017-07-08
0,28.52,5.53,0.22,2017-07-09
20,23.62,4.74,0.21,2017-07-10
7,28.04,5.59,0.207,2017-07-11
6,27.87,5.61,0.199,2017-07-12
5,28.5,5.82,0.193,2017-07-13
9,26.98,5.32,0.187,2017-07-14
44,22.71,4.45,0.187,2017-07-15
33,25.93,5.2,0.185,2017-07-16
17,25.32,5.2,0.179,2017-07-17
31,24.98,5.17,0.175,2017-07-18
85,15.83,3.13,0.218,2017-07-19
62,20.15,4.02,0.222,2017-07-20
35,22.4,4.46,0.222,2017-07-21
24,28.15,5.53,0.232,2017-07-22
29,24.56,4.92,0.214,2017-07-23
8,25.4,5.37,0.2,2017-07-24
1,28.12,5.88,0.191,2017-07-25
11,25.45,5.67,0.182,2017-07-26
14,24.67,5.5,0.175,2017-07-27
29,22.25,4.36,0.173,2017-07-28
21,21.99,4.55,0.179,2017-07-29
12,24.66,4.99,0.17,2017-07-30
0,28.47,5.65,0.158,2017-07-31
0,27.93,5.84,0.152,2017-08-01
22,24.8,5.34,0.147,2017-08-02
29,25.96,5.49,0.143,2017-08-03
72,21.64,4.63,0.148,2017-08-04
72,17.31,3.67,0.155,2017-08-05
73,22.56,4.81,0.15,2017-08-06
22,22.84,4.89,0.154,2017-08-07
26,24.69,5.24,0.154,2017-08-08
7,25.29,5.62,0.144,2017-08-09
10,24.31,5.24,0.137,2017-08-10
34,20.04,4.32,0.136,2017-08-11
25,21.48,4.6,0.135,2017-08-12
4,24.75,5.36,0.134,2017-08-13
25,23.14,4.91,0.131,2017-08-14
47,19.78,4.11,0.131,2017-08-15
33,19.03,3.96,0.132,2017-08-16
62,17.54,3.57,0.152,2017-08-17
52,19.59,4.01,0.198,2017-08-18
37,21.36,4.37,0.196,2017-08-19
40,22.23,4.67,0.18,2017-08-20
61,15.52,3.18,0.194,2017-08-21
60,18.34,3.6,0.268,2017-08-22
47,19.21,3.65,0.332,2017-08-23
20,19.95,3.8,0.282,2017-08-24
27,20.9,4.05,0.253,2017-08-25
0,24.65,4.66,0.232,2017-08-26
3,23.67,4.56,0.215,2017-08-27
23,19.25,3.9,0.198,2017-08-28
23,21.22,4.25,0.186,2017-08-29
98,6.64,1.4,0.212,2017-08-30
16,21.9,3.93,0.232,2017-08-31
0,23.99,4.38,0.217,2017-09-01
0,23.95,4.54,0.203,2017-09-02
0,23.6,4.83,0.191,2017-09-03
8,22.97,4.83,0.181,2017-09-04
72,12.98,2.73,0.171,2017-09-05
73,5.46,1.1,0.232,2017-09-06
6,22.36,3.92,0.284,2017-09-07
29,21.15,4.04,0.253,2017-09-08
0,22.37,4.42,0.235,2017-09-09
1,21.32,4.4,0.218,2017-09-10
0,21.86,4.75,0.205,2017-09-11
0,21.94,5.23,0.193,2017-09-12
0,21.45,4.34,0.182,2017-09-13
0,21.16,4.3,0.171,2017-09-14
7,20.7,4.27,0.161,2017-09-15
8,20.16,4.17,0.157,2017-09-16
2,20.58,4.37,0.154,2017-09-17
22,19.97,4.29,0.15,2017-09-18
46,18.72,4.03,0.149,2017-09-19
8,20.04,4.19,0.153,2017-09-20
23,17.58,4.15,0.156,2017-09-21
51,11.91,2.28,0.181,2017-09-22
35,13.27,2.46,0.186,2017-09-23
19,19.15,3.4,0.18,2017-09-24
47,16.38,3.19,0.172,2017-09-25
90,14.42,2.9,0.166,2017-09-26
67,12.96,2.43,0.169,2017-09-27
97,6.3,1.36,0.292,2017-09-28
52,13.69,2.42,0.273,2017-09-29
61,14.72,2.65,0.259,2017-09-30
81,9.33,1.62,0.303,2017-10-01
99,3.24,0.81,0.369,2017-10-02
